total_t,total_f,prep_t,prep_f,minor_t,minor_f,teach_q_t,teach_q_f,vdip_t,vdip_f,ip_t,dip_f,bsc_t,bsc_f,hdip_t,hdip_f,msc_t,Msc_f,phd_t,phd_f,program_en,program_ar,prog_isced2,prog_isced1,inst,inst_type
16,13,,,,,,,,,,,16,13,,,,,,,Teaching Methods of Geography,الجغرافيا وأساليب تدريسها,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
73,60,,,,,73,60,,,,,,,,,,,,, Educational Qualification,تأهيل تربوي,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
30,22,,,,,,,,,,,30,22,,,,,,,Teaching Civics,الدراسات الإجتماعية,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
142,111,,,,,,,,,,,142,111,,,,,,,Islamic Studies,الدراسات الإسلامية,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
206,178,,,,,,,,,,,206,178,,,,,,,Teaching Methods of Math,الرياضيات وأساليب تدريسها,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
90,74,,,,,,,,,,,90,74,,,,,,,Teaching Science,تعليم العلوم,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
1,,,,,,,,,,,,1,,,,,,,,Applied Science & Science of Technology,العلوم التطبيقية وتكنولوجيا التعليم,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
25,13,,,,,,,,,,,25,13,,,,,,,Teaching Methods of Physics,الفيزياء وأساليب تدريسها,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
9,5,,,,,,,,,,,9,5,,,,,,,Educational Computer,الكمبيوتر التعليمي,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
22,13,,,,,,,,,,,22,13,,,,,,,Teaching Methods of Chemistry,الكيمياء وأساليب تدريسها,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
633,588,,,,,,,,,,,633,588,,,,,,,Teaching Methods of English Language,اللغة الإنجليزية وأساليب تدريسها,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
469,387,,,,,,,,,,,469,387,,,,,,,Teaching Methods of Arabic Language,اللغة العربية وأساليب تدريسها,"تدريب المعلمين
Teacher Training","التربية
Education","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
15,15,,,,,,,15,15,,,,,,,,,,,,تكنولوجيا الابداع/ تخصص تكنولوجيا تصميم المطبوعات,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
45,25,,,,,,,,,,,45,25,,,,,,,History/Archeology,التاريخ-فرع الآثار,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
588,520,,,,,,,,,,,588,520,,,,,,,English Language & Literature,اللغة الإنجليزية وآدابها,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
71,53,,,,,,,,,,,71,53,,,,,,,Arabic Language & Literature,اللغة العربية وآدابها,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
35,5,,,,,,,,,,,,,,,35,5,,,History,التاريخ,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
52,19,,,,,,,,,,,,,,,52,19,,,Tafseer,التفسير,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
32,17,,,,,,,,,,,,,,,32,17,,,Al hadeeth,الحديث,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
27,14,,,,,,,,,,,,,,,27,14,,,Tenet,العقيدة,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
63,24,,,,,,,,,,,,,,,63,24,,,Comparative Philologists,الفقه المقارن,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
1,,,,,,,,,,,,,,,,1,,,,Religious Law ,القضاء الشرعي,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
52,37,,,,,,,,,,,,,,,52,37,,,Arabic Language & Literature,اللغة العربية وآدابها,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
11,,,,,,,,,,,,,,,,11,,,,Philologists Fundamentals,أصول الفقه,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
786,463,,,,,,,,,,,786,463,,,,,,,Islamic Sharea'a,الشريعة الإسلامية,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
326,220,,,,,,,,,,,326,220,,,,,,,Religion Fundamentals,أصول الدين,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
52,47,,,,,,,,,,,52,47,,,,,,,Arabic Language/Journalism,اللغة العربية/الصحافة,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
26,10,,,,,,,,,,,,,,,,,26,10,الحديث الشريف وعلومة ,الحديث الشريف وعلومة ,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
33,15,,,,,,,,,,,,,,,,,33,15,اللغة العربية,اللغة العربية,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
46,31,,,,,,,,,,,,,,,46,31,,, اللغة الإنجليزية اللسانيات التطبيقية, اللغة الإنجليزية اللسانيات التطبيقية,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
41,39,,,,,,,,,,,,,,,41,39,,,,اللغة الانجليزية / ترجمة ,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
1,,,,1,,,,,,,,,,,,,,,,,تخصص فرعي اصول دين,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
162,104,,,,,,,,,,,162,104,,,,,,,Da'wa and Media,الدعوة والاعلام,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
24,11,,,,,,,,,,,,,,,,,24,11,Principles of Religion / Islamic Doctrine and Contemporary Doctrines,اصول الدين / العقيدة الاسلامية والمذاهب المعاصرة,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
44,27,,,,,,,,,,,,,,,,,44,27,Principles of religion / interpretation and sciences of the Koran,اصول الدين / التفسير وعلوم القرآن,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
21,5,,,,,,,21,5,,,,,,,,,,,,اللغة العبرية,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
44,34,,,,,,,44,34,,,,,,,,,,,,الترجمة اللغوية / عربي - انجليزي,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
10,6,,,,,,,10,6,,,,,,,,,,,,اللغةالانجليزية لاغراض مهنية/ تخصص لغة الاعمال ( اللغة الانجليزية التجارية),"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","الجامعة الإسلامية
Islamic University - Gaza","جامعات تقليدية
Traditional Universities"
